,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
2884,CC(C)(C)OC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,CCOC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,O=C(Cn1ncc(-c2ccccc2)c1-c1ccccc1)OCc1ccccc1,COC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,O=C(Cn1ncc(-c2ccccc2)c1-c1ccccc1)OBr,,O=C(O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,CC(C)(C)OC(=O)OC(=O)Cn1ncc(-c2ccccc2)c1-c1ccccc1,COc1ccc(COC(=O)Cn2ncc(-c3ccccc3)c2-c2ccccc2)cc1,O=C(Cn1ncc(-c2ccccc2)c1-c1ccccc1)OC1CCCCO1
2885,CC(=O)c1ccc(I)cc1.O=C1NCCC12CCN(S(=O)(=O)c1ccccc1Cl)CC2,CC(=O)c1ccc(B(O)O)cc1.O=C1NCCC12CCN(S(=O)(=O)c1ccccc1Cl)CC2,O=S(=O)(Cl)c1ccccc1Cl.CC(=O)c1ccc(N2CCC3(CCNCC3)C2=O)cc1,O=C1NCCC12CCN(S(=O)(=O)c1ccccc1Cl)CC2.CC(=O)c1ccc(Br)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1,CC(O)c1ccc(N2CCC3(CCN(S(=O)(=O)c4ccccc4Cl)CC3)C2=O)cc1
2886,ClCc1cccnc1.CC1(C)CNc2ccc(OC(=O)NCC3CCCCC3)cc21,CC1(C)CNc2ccc(OC(=O)NCC3CCCCC3)cc21.O=Cc1cccnc1,CC1(C)CN(Cc2cccnc2)c2ccc(OC(=O)Cl)cc21.NCC1CCCCC1,CC1(C)CNc2ccc(OC(=O)NCC3CCCCC3)cc21.OCc1cccnc1,BrCc1cccnc1.CC1(C)CNc2ccc(OC(=O)NCC3CCCCC3)cc21,CC1(C)CN(Cc2cccnc2)c2ccc(O)cc21.O=C(Cl)NCC1CCCCC1,CC1(C)CN(Cc2cccnc2)c2ccc(O[C+](=O)=O)cc21.NCC1CCCCC1,CC1(C)CN(Cc2cccnc2)c2ccc(OC(=O)OCC(Cl)(Cl)Cl)cc21.NCC1CCCCC1,CC(C)(C)OC(=O)Oc1ccc2c(c1)C(C)(C)CN2Cc1cccnc1.NCC1CCCCC1,CC1(C)CN(Cc2cccnc2)c2ccc(OC(=O)O)cc21.NCC1CCCCC1
2887,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1,Cc1ccc([N+](=O)[O-])c(C)c1NC(=O)CCC1CCCC1
2888,COC(=O)c1cccc(CBr)c1.[N-]=[N+]=[N-],[N-]=[N+]=[N-].COC(=O)c1cccc(CCl)c1,COC(=O)c1cccc(COS(C)(=O)=O)c1.[N-]=[N+]=[N-],[N-]=[N+]=[N-].COC(=O)c1cccc(CI)c1,COC(=O)c1cccc(CB2OC(C)(C)C(C)(C)O2)c1.[N-]=[N+]=[N-],COC(=O)c1cccc(C=O)c1.[N-]=[N+]=[N-],[N-]=[N+]=[N-].COC(=O)c1cccc(CO)c1,[N-]=[N+]=NCc1cccc(C(=O)O)c1.CI,[N-]=[N+]=[N-].COC(=O)c1cccc(CF)c1,CO.[N-]=[N+]=NCc1cccc(C(=O)O)c1
2889,O=C1CCC(=O)N1Br.Cc1ccc(F)c(OCC(F)(F)F)c1,OCc1ccc(F)c(OCC(F)(F)F)c1.BrC(Br)(Br)Br,Br.Cc1ccc(F)c(OCC(F)(F)F)c1,Cc1ccc(F)c(OCC(F)(F)F)c1.BrC(Br)(Br)Br,OCC(F)(F)F.Fc1ccc(CBr)cc1Br,OCC(F)(F)F.Fc1ccc(CBr)cc1,O=Cc1ccc(F)c(OCC(F)(F)F)c1.BrC(Br)(Br)Br,OCC(F)(F)F.Fc1ccc(CBr)cc1F,Fc1ccc(CCl)cc1OCC(F)(F)F.BrC(Br)(Br)Br,Cc1ccc(F)c(OCC(F)(F)F)c1.BrI
2890,,CCOC(=O)CC(C)n1cnc2cc(N)ccc21,COC(=O)CC(C)n1cnc2cc(N)ccc21,CC(CC(=O)O)n1cnc2cc([N+](=O)[O-])ccc21,CCNc1ccc2c(c1)ncn2C(C)CC(=O)O,CNc1ccc2c(c1)ncn2C(C)CC(=O)O,CC(=O)OC(=O)CC(C)n1cnc2cc(N)ccc21,CC(CC(=O)OC(=O)OC(C)(C)C)n1cnc2cc(N)ccc21,CC(=O)Nc1ccc2c(c1)ncn2C(C)CC(=O)O,CC(CC(=O)OCc1ccccc1)n1cnc2cc(N)ccc21
2891,ClCCCc1nc2ccccc2[nH]1.CNCC[C@@]1(O)CCc2cc(F)ccc2[C@@H]1C(C)C,CC(C)[C@H]1c2ccc(F)cc2CC[C@]1(O)CCNCCCc1nc2ccccc2[nH]1.C=O,CNCC[C@@]1(O)CCc2cc(F)ccc2[C@@H]1C(C)C.BrCCCc1nc2ccccc2[nH]1,CNCC[C@@]1(O)CCc2cc(F)ccc2[C@@H]1C(C)C.O=CCCc1nc2ccccc2[nH]1,CC(C)[C@H]1c2ccc(F)cc2CC[C@]1(O)CCNCCCc1nc2ccccc2[nH]1.CI,CC(C)[C@H]1c2ccc(F)cc2CC[C@]1(O)CCCl.CNCCCc1nc2ccccc2[nH]1,,,,
2892,Cc1cc(N)on1.O=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cc1cc(Cl)on1,NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cc1cc(Br)on1,NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cc1cc(B(O)O)on1,Cc1cc(N)on1.OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,[NH2:5][CH2:6][c:7]1[cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[cH:20]1,NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1.CCCC[Sn](CCCC)(CCCC)c1cc(C)no1,FC(F)(F)c1cc(CCl)cc(C(F)(F)F)c1.Cc1cc(N)on1,Cc1cc(N)on1.FC(F)(F)c1cc(CBr)cc(C(F)(F)F)c1,Cc1cc(I)on1.NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
2893,NCc1ccc(CNC(N)=O)cc1.CC(C)(C)OC(=O)N[C@H](CCCNC(N)=N[N+](=O)[O-])C(=O)O,CC(C)(C)OC(=O)N[C@H](CCCCl)C(=O)NCc1ccc(CNC(N)=O)cc1.NC(N)=N[N+](=O)[O-],CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NC(=O)NCc1ccc(CNC(=O)[C@H](N)CCCNC(N)=N[N+](=O)[O-])cc1,NC(Cl)=N[N+](=O)[O-].CC(C)(C)OC(=O)N[C@H](CCCN)C(=O)NCc1ccc(CNC(N)=O)cc1,CC(C)(C)OC(=O)N[C@H](CCCNC(N)=N[N+](=O)[O-])C(=O)NCc1ccc(CCl)cc1.NC(N)=O,CC(C)(C)OC(=O)N[C@H](CCC=O)C(=O)NCc1ccc(CNC(N)=O)cc1.NC(N)=N[N+](=O)[O-],CC(C)(C)OC(=O)N[C@H](CCCI)C(=O)NCc1ccc(CNC(N)=O)cc1.NC(N)=N[N+](=O)[O-],CC(C)(C)OC(=O)N[C@H](CCCBr)C(=O)NCc1ccc(CNC(N)=O)cc1.NC(N)=N[N+](=O)[O-],CC(C)(C)OC(=O)NC(=O)NCc1ccc(CNC(=O)[C@@H](CCCNC(N)=N[N+](=O)[O-])NC(=O)OC(C)(C)C)cc1,CC(C)(C)OC(=O)NC(=O)NCc1ccc(CNC(=O)[C@@H](CCCNC(N)=N[N+](=O)[O-])NC(=O)OC(C)(C)C)cc1
2894,O=C1CCC(=O)N1Br.COCOc1cc(-c2nc3ccccc3o2)ccc1C,COCOc1cc(-c2nc3ccccc3o2)ccc1CO.BrC(Br)(Br)Br,Oc1cc(-c2nc3ccccc3o2)ccc1CBr.COC,O=C1CCC(=O)N1CBr.COCOc1cccc(-c2nc3ccccc3o2)c1,COCO.Oc1cc(-c2nc3ccccc3o2)ccc1CBr,Oc1cc(-c2nc3ccccc3o2)ccc1CBr.COCCl,BrCBr.COCOc1cccc(-c2nc3ccccc3o2)c1,Br.COCOc1cc(-c2nc3ccccc3o2)ccc1C,COCOc1cc(-c2nc3ccccc3o2)ccc1O.BrCC(Br)(Br)Br,COCOc1cc(-c2nc3ccccc3o2)ccc1Br.BrCC(Br)(Br)Br
2895,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21,C=CCN1CCCc2cc(C(=O)OCC)ccc21
2896,Cc1ccc(B(O)O)nc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,Cc1ccc(Br)nc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,CCCC[Sn](CCCC)(CCCC)c1ccc(C)cn1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,Cc1ccc(B2OC(C)(C)C(C)(C)O2)nc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,Cc1ccc([Sn](C)(C)C)nc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,CCNCC.COC(=O)c1cc(-c2ccc(C)cn2)cc(C(O)C=O)c1,CCNCC.COC(=O)c1cc(-c2ccc(C)cn2)cc(C(O)CBr)c1,Cc1ccc(I)nc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,Cc1cccnc1.CCN(CC)CC(O)c1cc(Br)cc(C(=O)OC)c1,CCNCC.COC(=O)c1cc(-c2ccc(C)cn2)cc(C(O)CCl)c1
2897,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12,Cc1nn(COCC[Si](C)(C)C)c2cc([N+](=O)[O-])ccc12
2898,CC(C)(C)OC(=O)N1CCNCC1.O=C(O)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=C(Cl)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.COC(=O)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=C(Br)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=C(F)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=Cc1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=C([O-])c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=[C+](=O)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.CCOC(=O)c1ccc(Br)c(F)c1,CC(C)(C)OC(=O)N1CCNCC1.O=C(OC(=O)c1ccc(Br)c(F)c1)c1ccccc1
2899,Clc1cc(Cl)nc(Cl)n1.CC(C)C[Zn+],CC(C)CO.Clc1cc(Cl)nc(Cl)n1,Clc1cc(Cl)nc(Cl)n1.CC(C)C[Mg+],Clc1cc(Cl)nc(Cl)n1.CC(C)CBr,,,,,,
2900,O=C(O)CNCBr.O=C(Cl)c1ccccc1,O=C1CCC(=O)N1Br.CN(CC(=O)O)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1,CC(C)(C)OC(=O)CN(CBr)C(=O)c1ccccc1
2901,N#CCC(=O)O.CCOCCNc1ccccc1C(=O)OCC,CCOCCNc1ccccc1C(=O)OCC.N#CCC(=O)Cl,CCOCCBr.CCOC(=O)c1ccccc1NC(=O)CC#N,CCOC(=O)c1ccccc1NC(=O)CC#N.CCOCCCl,CCOC(=O)CC#N.CCOCCNc1ccccc1C(=O)OCC,CCOCCN(C(=O)CC#N)c1ccccc1C(=O)O.CCI,CCOC(=O)c1ccccc1N(CCO)C(=O)CC#N.CCI,CCOC(=O)c1ccccc1N(CCO)C(=O)CC#N.CCBr,CCOCCN(C(=O)CC#N)c1ccccc1C(=O)O.CCBr,CCOCCN(C(=O)CCl)c1ccccc1C(=O)OCC.C#N
2902,COc1ccc(NC(=O)Nc2ccc(OC)c(B3OC(C)(C)C(C)(C)O3)c2)cc1.Cn1ncc(Br)c1I,COc1ccc(NC(=O)Nc2ccc(OC)c(B3OC(C)(C)C(C)(C)O3)c2)cc1.Cn1ncc(Br)c1Br,COc1ccc(NC(=O)Nc2ccc(OC)c(-c3[nH]ncc3Br)c2)cc1.CI,Cn1ncc(Br)c1B1OC(C)(C)C(C)(C)O1.COc1ccc(NC(=O)Nc2ccc(OC)c(Br)c2)cc1,Cn1ncc(Br)c1Br.COc1ccc(NC(=O)Nc2ccc(OC)c(B(O)O)c2)cc1,Cn1ncc(Br)c1Br.COc1ccc(NC(=O)Nc2ccc(OC)c(Br)c2)cc1,COc1ccc(NC(=O)Nc2ccc(OC)c(Br)c2)cc1.Cn1ncc(Br)c1B(O)O,Cn1ncc(Br)c1I.COc1ccc(NC(=O)Nc2ccc(OC)c(B(O)O)c2)cc1,COc1ccc(NC(=O)Nc2ccc(OC)c(Br)c2)cc1.CCCC[Sn](CCCC)(CCCC)c1c(Br)cnn1C,
2903,Cc1cc(C(=O)CN)cc(C)c1O,Cc1cc(C(O)C[N+](=O)[O-])cc(C)c1O,Cc1cc(C(O)CNCc2ccccc2)cc(C)c1O,Cc1cc(C(O)CNC(=O)OCc2ccccc2)cc(C)c1O,Cc1cc(C(O)CN=[N+]=[N-])cc(C)c1O,Cc1cc(C(O)CNC(=O)OC(C)(C)C)cc(C)c1O,,CNCC(O)c1cc(C)c(O)c(C)c1,Cc1cc(C(O)CN)cc(C)c1OCc1ccccc1,CC(=O)NCC(O)c1cc(C)c(O)c(C)c1
2904,CON(C)C(=O)C(NC(=O)OC(C)(C)C)c1ccc(Cl)c(Cl)c1.CC(C)(C)c1ccc([Mg+])cc1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)c1ccc(C(=O)C(N)c2ccc(Cl)c(Cl)c2)cc1,CC(C)(C)c1ccc(Br)cc1.CON(C)C(=O)C(NC(=O)OC(C)(C)C)c1ccc(Cl)c(Cl)c1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1,CC(C)(C)OC(=O)NC(c1ccc(Cl)c(Cl)c1)C(O)c1ccc(C(C)(C)C)cc1
2905,COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Br)c21.C#CC(O)c1ccc(O)cc1,COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(I)c21.C#CC(O)c1ccc(O)cc1,C#CC(O)c1ccc(O)cc1.COc1cc[nH]c1/C=C1\C(=O)Nc2cccc(Cl)c21,COc1cc[nH]c1/C=C1\C(=O)Nc2ccccc21.C#CC(O)c1ccc(O)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1,COc1ccc(C(O)C#Cc2cccc3c2/C(=C/c2[nH]ccc2OC)C(=O)N3)cc1
2906,CCN(CC)C(=O)c1ccc(C(O)c2cccc3cccnc23)cc1.Cc1ccc(CN2CCNCC2)cc1,CCN(CC)C(=O)c1ccc(C(OS(C)(=O)=O)c2cccc3cccnc23)cc1.Cc1ccc(CN2CCNCC2)cc1,CCN(CC)C(=O)c1ccc(C(Cl)c2cccc3cccnc23)cc1.Cc1ccc(CN2CCNCC2)cc1,CCNCC.Cc1ccc(CN2CCN(C(c3ccc(C(=O)O)cc3)c3cccc4cccnc34)CC2)cc1,CCN(CC)C(=O)c1ccc(C(=O)c2cccc3cccnc23)cc1.Cc1ccc(CN2CCNCC2)cc1,Cc1ccc(C=O)cc1.CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1,CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1.Cc1ccc(CCl)cc1,CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1.Cc1ccc(CBr)cc1,CCN(CC)C(=O)c1ccc(Cc2cccc3cccnc23)cc1.Cc1ccc(CN2CCNCC2)cc1,CCN(CC)C(O)c1ccc(C(c2cccc3cccnc23)N2CCN(Cc3ccc(C)cc3)CC2)cc1
2907,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1,CCOc1ccc(F)c(-c2cc([C@H]3CC[C@@]4(CCN(C)C4=O)N3C(=O)OC(C)(C)C)ncc2CC)c1
2908,C[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O.CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)O,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)N[C@@H](C)C(=O)O.C[C@@H](O)[C@H](N)C(=O)O,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)Cl.C[C@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CCCCCCCCCCCCCCCC(=O)Cl.CCCCCCCCCCCCCCCC(O)CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(O)CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(C)CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)N[C@@H](C)C(=O)Cl.C[C@@H](O)[C@H](N)C(=O)O,CCCCCCCCCCCCCCCC(=O)O.CCCCCCCCCCCCCCCC(CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)O)[C@@H](C)O)C(C)(C)C,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)OCc1ccc(OC)cc1)[C@@H](C)O,CCCCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCCCC)CC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)OCc1ccc(OC)cc1)[C@@H](C)O
2909,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C,CN(CCc1cccc(Br)c1)C(=O)OC(C)(C)C
2910,ClCc1ccc(Cl)nc1.CCOC(CC)OCN1CCNC1=N[N+](=O)[O-],Clc1ccc(CBr)cn1.CCOC(CC)OCN1CCNC1=N[N+](=O)[O-],O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1.CCOC(CC)OCCl,CCOC(CC)OCBr.O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CCOC(O)CC.O=[N+]([O-])N=C1N(CCl)CCN1Cc1ccc(Cl)nc1,CCOC(O)CC.O=[N+]([O-])N=C1N(CBr)CCN1Cc1ccc(Cl)nc1,CCOC(O)CC.CS(=O)(=O)OCN1CCN(Cc2ccc(Cl)nc2)C1=N[N+](=O)[O-],Clc1ccc(CI)cn1.CCOC(CC)OCN1CCNC1=N[N+](=O)[O-],CCOC(O)CC.O=[N+]([O-])N=C1N(CI)CCN1Cc1ccc(Cl)nc1,OB(O)c1ccc(Cl)nc1.CCOC(CC)OCN1CCN(CCl)C1=N[N+](=O)[O-]
2911,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21,CC(C)(C)OC(=O)Cn1c(SCCCNCCc2ccccc2)nc2ccccc21
2912,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3,O=C1N(CCCO)c2ccccc2C12COc1cc3c(cc12)OCO3
2913,OCCCSc1ccncc1.NCc1ccccc1,ClCCCSc1ccncc1.NCc1ccccc1,BrCCCSc1ccncc1.NCc1ccccc1,O=CCCSc1ccncc1.NCc1ccccc1,O=Cc1ccccc1.NCCCSc1ccncc1,ClCCCNCc1ccccc1.Sc1ccncc1,CS(=O)(=O)OCCCSc1ccncc1.NCc1ccccc1,BrCCCNCc1ccccc1.Sc1ccncc1,Sc1ccncc1.OCCCNCc1ccccc1,Ic1ccncc1.SCCCNCc1ccccc1
2914,Cc1cc(C)nc(Cl)n1.CC1CNCC(C)C1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1,Cc1cc(C)nc(NCC(C)CC(C)CO)n1
