,predction_0,predction_1,predction_2,predction_3,predction_4,predction_5,predction_6,predction_7,predction_8,predction_9
2611,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2,N#Cc1cc(-c2ccccc2)c(=O)n2c1-c1sccc1CC2
2612,O=S(=O)(Cl)CCCCl.O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(C2=CCNCC2)c(F)c1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1,CCOC(=O)O[C@H](CNc1ccc(C2=CCN(S(=O)(=O)CCCCl)CC2)c(F)c1)Cn1ccnn1
2613,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
2614,C=C(CCCCCCCCCCCCCCCC)CC(CO)CO.CCCCCCCCCCCCCCCCBr,CCCCCCCCCCCCCCCCCl.C=C(CCCCCCCCCCCCCCCC)CC(CO)CO,CCCCCCCCCCCCCCCCI.C=C(CCCCCCCCCCCCCCCC)CC(CO)CO,C=C(CCCCCCCCCCCCCCCC)CC(CO)CO.CCCCCCCCCCCCCCCCO,C=C(CCCCCCCCCCCCCCCC)CC(CO)CBr.CCCCCCCCCCCCCCCCO,C=C(CCCCCCCCCCCCCCCC)CC(CO)CO.CCCCCCCCCCCCCCCC,C=C(O)CCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCOCC(CO)CBr,C=C(CCCCCCCCCCCCCCCC)CC(CO)CO.CCCCCCCCCCCCCCCC=O,C=C(CCCCCCCCCCCCCCCC)CC(CO)CO.CCCCCCCCCCCCCCCCOS(C)(=O)=O,C=C(Cl)CCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCOCC(CO)CBr
2615,FC1CCNC1.COc1cc([N+](=O)[O-])ccc1OCCCl,OCCN1CCC(F)C1.COc1cc([N+](=O)[O-])ccc1Cl,OCCN1CCC(F)C1.COc1cc([N+](=O)[O-])ccc1F,FC1CCNC1.COc1cc([N+](=O)[O-])ccc1OCCBr,OCCN1CCC(F)C1.COc1cc([N+](=O)[O-])ccc1Br,OCCN1CCC(F)C1.COc1cc([N+](=O)[O-])ccc1O,FC1CCN(CCCl)C1.COc1cc([N+](=O)[O-])ccc1O,FC1CCNC1.COc1cc([N+](=O)[O-])ccc1OCCO,COc1cc([N+](=O)[O-])ccc1I.OCCN1CCC(F)C1,OCCN1CCC(F)C1.COc1cccc([N+](=O)[O-])c1
2616,CCOC(=O)Cn1c2ccccc2c2nnc(SC(CC)C(=O)N3c4ccccc4Sc4ccccc43)nc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC(C)(C)C)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OCc3ccccc3)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC(=O)OC(C)(C)C)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC(=O)c3ccccc3)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OCc3ccc(OC)cc3)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC(=O)OCc3ccccc3)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OC(C)=O)c2n1)C(=O)N1c2ccccc2Sc2ccccc21,CCC(Sc1nnc2c3ccccc3n(CC(=O)OBr)c2n1)C(=O)N1c2ccccc2Sc2ccccc21
2617,O=[N+]([O-])c1cccc(CS(=O)(=O)Cl)c1.CN,[OH2:5],[OH2:5],CNS(=O)(=O)Cc1cccc(N([O-])O)c1.O,CNS(=O)(=O)Cc1cccc([N+](=O)O)c1.OC(Br)(Br)Br,CNS(=O)(=O)Cc1cccc(O)c1.O=[N+]([O-])Cl,CNS(=O)(=O)Cc1cccc(Br)c1.O=[N+]([O-])Cl,CNS(=O)Cc1cccc([N+](=O)[O-])c1.OO,CNS(=O)Cc1cccc([N+](=O)[O-])c1.OO,[OH2:5]
2618,[NH3:14],,,,,,,,,
2619,[CH3:1][OH:1000],CI.Clc1ccc2cc(Br)cnc2c1,CB1OB(C)OB(C)O1.Clc1ccc2cc(Br)cnc2c1,,,,,,,
2620,COCCCN1CCOc2ccc(COC3CN(C(=O)OCc4ccccc4)CCC3c3ccc(CC(=O)O)cc3)cc21.c1ccc2c(c1)CCCN2,COCCCN1CCOc2ccc(COC3CNCCC3c3ccc(CC(=O)N4CCCc5ccccc54)cc3)cc21.O=C(Cl)OCc1ccccc1,COCCCN1CCOc2ccc(COC3CN(C(=O)OCc4ccccc4)CCC3c3ccc(CC(=O)Cl)cc3)cc21.c1ccc2c(c1)CCCN2,O=C(OCc1ccccc1)N1CCC(c2ccc(CC(=O)N3CCCc4ccccc43)cc2)C(OCc2ccc3c(c2)N(CCCO)CCO3)C1.CO,COCCCN1CCOc2ccc(COC3CNCCC3c3ccc(CC(=O)N4CCCc5ccccc54)cc3)cc21.O=C(O)OCc1ccccc1,COCCCN1CCOc2ccc(COC3CN(C(=O)OCc4ccccc4)CCC3c3ccc(CC(=O)OC)cc3)cc21.c1ccc2c(c1)CCCN2,c1ccc2c(c1)CCCN2.COCCCN1CCOc2ccc(COC3CN(C(=O)OCc4ccccc4)CCC3c3ccc(CC(=O)[O-])cc3)cc21,COCCCN1CCOc2ccc(COC3CNCCC3c3ccc(CC(=O)N4CCCc5ccccc54)cc3)cc21.O=C(F)OCc1ccccc1,COCCCN1CCOc2ccc(COC3CNCCC3c3ccc(CC(=O)N4CCCc5ccccc54)cc3)cc21.CC(Cl)OC(=O)OCc1ccccc1,COC(=O)OCc1ccccc1.COCCCN1CCOc2ccc(COC3CNCCC3c3ccc(CC(=O)N4CCCc5ccccc54)cc3)cc21
2621,CC(C)(C)OC(=O)NC(CCCC(F)(F)F)C(C)(C)O,CC(C)(O)C(CCCC(F)(F)F)NC(=O)OCc1ccccc1,CC(C)(O)C(CCCC(F)(F)F)NCc1ccccc1,CC(C)(O)C(CCCC(F)(F)F)NC(=O)C(F)(F)F,CC(C)(O)C(CCCC(F)(F)F)NC(=O)OCC1c2ccccc2-c2ccccc21,CC(C)(O)C(CCCC(F)(F)F)N1C(=O)c2ccccc2C1=O,CC(=O)NC(CCCC(F)(F)F)C(C)(C)O,CC(C)(O)C(CCCC(F)(F)F)NC(c1ccccc1)c1ccccc1,CC(C)(O)C(CCCC(F)(F)F)NI,CC(C)(O)C([NH])CCCC(F)(F)F
2622,O=C(OC1C2CC3CC(C2)CC1C3)N1CCC2(CC1)CNCc1ccccc12.CC(C)S(=O)(=O)Cl,O=C(Cl)OC1C2CC3CC(C2)CC1C3.CC(C)S(=O)(=O)N1Cc2ccccc2C2(CCNCC2)C1,OC1C2CC3CC(C2)CC1C3.CC(C)S(=O)(=O)N1Cc2ccccc2C2(CCN(C(=O)Cl)CC2)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1,CC(C)S(=O)(=O)N1Cc2ccccc2C(CCO)(CCNC(=O)OC2C3CC4CC(C3)CC2C4)C1
2623,CN1CCNCC1.CC(C)C[C@H](NC(c1ccc(C(=O)O)cc1)C(F)(F)F)C(=O)NCC#N,CN1CCNCC1.CC(C)C[C@H](NC(c1ccc(C(=O)[O-])cc1)C(F)(F)F)C(=O)NCC#N,CN1CCNCC1.COC(=O)c1ccc(C(N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F)cc1,N#CCN.CC(C)C[C@H](NC(c1ccc(C(=O)N2CCN(C)CC2)cc1)C(F)(F)F)C(=O)O,CN1CCNCC1.CCOC(=O)c1ccc(C(N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F)cc1,CN1CCNCC1.CC(C)C[C@H](NC(c1ccc(C(=O)Cl)cc1)C(F)(F)F)C(=O)NCC#N,CC(C)C[C@H](NC(c1ccc(C=O)cc1)C(F)(F)F)C(=O)NCC#N.CN1CCNCC1,CC(C)C[C@H](NC(c1ccc(C(=O)N2CCN(C)CC2)cc1)C(F)(F)F)C(=O)[O-].N#CCN,CN1CCNCC1.CC(C)C[C@H](NC(c1ccc(C(=O)OC(C)(C)C)cc1)C(F)(F)F)C(=O)NCC#N,N#CCN.CCOC(=O)[C@H](CC(C)C)NC(c1ccc(C(=O)N2CCN(C)CC2)cc1)C(F)(F)F
2624,Nc1cccc2c1OCCO2.CC(=O)OC(C)=O,CC(=O)Cl.Nc1cccc2c1OCCO2,CC(=O)O.Nc1cccc2c1OCCO2,Nc1cccc2c1OCCO2.CC(=O)[O-],CCOC(C)=O.Nc1cccc2c1OCCO2,Nc1cccc2c1OCCO2.COC(C)=O,CC(=O)OC(=O)C1CC1.Nc1cccc2c1OCCO2,Nc1cccc2c1OCCO2.CC(C)=O,Nc1cccc2c1OCCO2.CC(=O)Br,Nc1cccc2c1OCCO2.CC(=O)OCc1ccccc1
2625,Fc1ccccc1OCC1CCNCC1.Cn1c(CCOS(C)(=O)=O)cncc1=O,Fc1ccccc1OCC1CCNCC1.Cn1c(CCO)cncc1=O,Fc1ccccc1OCC1CCNCC1.Cn1c(CC=O)cncc1=O,Fc1ccccc1OCC1CCNCC1.Cn1c(CCCl)cncc1=O,Cn1c(CCI)cncc1=O.Fc1ccccc1OCC1CCNCC1,Cn1c(CCBr)cncc1=O.Fc1ccccc1OCC1CCNCC1,Fc1ccccc1OCC1CCNCC1.Cn1c(CCF)cncc1=O,O=c1cncc(CCN2CCC(COc3ccccc3F)CC2)[nH]1.C=O,O=c1cncc(CCN2CCC(COc3ccccc3F)CC2)[nH]1.CO,CI.O=c1cncc(CCN2CCC(COc3ccccc3F)CC2)[nH]1
2626,CC1(C)CC(=O)CCC1O.NO,CC1(C)CCCCC1O.NO,NO.CC1(C)CC(O)CCC1O,NO.CC1(C)CC(Cl)CCC1O,CC1(C)CC(I)CCC1O.NO,CC(=O)C1CCC(O)C(C)(C)C1.NO,NO.CC1(C)CC(Br)CCC1O,CC1(C)CC(F)CCC1O.NO,CC1(C)C(O)CC/C(=N\O)C1F,CC1(C)C(O)CC/C(=N\O)C1F
2627,Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1.C=O,CI.Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1,Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1.CB(O)O,Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1.CO,CN.O=C(C=Cc1ccc(F)cc1)c1ccc(Br)s1,CBr.Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1,CN.O=C(C=Cc1ccc(Br)cc1)c1ccc(Br)s1,CN.O=C(C=Cc1ccc(Cl)cc1)c1ccc(Br)s1,CF.Nc1ccc(C=CC(=O)c2ccc(Br)s2)cc1,CN.O=C(C=Cc1ccc(O)cc1)c1ccc(Br)s1
2628,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)Cl)c1,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)O)c1,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)[O-])c1,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)OC)c1,COC(=O)C=Cc1cccc(S(=O)(=O)F)c1.COc1cccc(N)c1,COC(=O)C=Cc1cccc(S(=O)(=O)Br)c1.COc1cccc(N)c1,COc1cccc(NS(=O)(=O)c2cccc(C=CC(=O)O)c2)c1.CO,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)I)c1,COc1cccc(N)c1.COC(=O)C=Cc1cccc(S(=O)(=O)OS(=O)(=O)C(F)(F)F)c1,COC(=O)C=Cc1cccc(S(N)(=O)=O)c1.COc1cccc(Br)c1
2629,Cc1ccc2[nH]c(=O)c3c(c2c1)CCC3,Cc1ccc2c(c1)C1=CCCC1C(=O)N2,Cc1ccc2c(c1)C1CCC=C1C(=O)N2,Cc1ccc2c(c1)C1C(=O)CCC1C(=O)N2,CCCC1C(=O)Nc2ccc(C)cc2C1=O,Cc1ccc2c(c1)C1CCC(=O)C1C(=O)N2,Cc1ccc2c(c1)C1CC(=O)CC1C(=O)N2,Cc1ccc2c(c1)C(CCC=O)CC(=O)N2,Cc1ccc2c(c1)C1C=CCC1C(=O)N2,CCCC1C(=O)Nc2ccc(C)cc2C1Br
2630,CON(C)C(=O)C1C(C)(C)C1(C)C.O=[N+]([O-])c1cccc2[nH]cc(Br)c12,O=[N+]([O-])c1cccc2[nH]ccc12.CC1(C)C(C(=O)Cl)C1(C)C,CON(C)C(=O)C1C(C)(C)C1(C)C.O=[N+]([O-])c1cccc2[nH]cc(I)c12,O=[N+]([O-])c1cccc2[nH]cc(Cl)c12.CON(C)C(=O)C1C(C)(C)C1(C)C,O=[N+]([O-])c1cccc2[nH]ccc12.CC1(C)C(C(=O)O)C1(C)C,O=[N+]([O-])c1cccc2[nH]ccc12.CON(C)C(=O)C1C(C)(C)C1(C)C,O=[N+]([O-])c1cccc2[nH]ccc12.CC(=O)OC(=O)C1C(C)(C)C1(C)C,O=[N+]([O-])c1cccc2[nH]cc(OS(=O)(=O)C(F)(F)F)c12.CON(C)C(=O)C1C(C)(C)C1(C)C,O=[N+]([O-])c1cccc2[nH]cc(B(O)O)c12.CON(C)C(=O)C1C(C)(C)C1(C)C,CC1(C)C(C(=O)Cl)C1(C)C.O=[N+]([O-])c1cccc2[nH]cc(I)c12
2631,CCNC(=O)c1ccc(-n2nnc(C(=O)O)c2Cc2ccccc2)cc1.NC1CC1,NC1CC1.CCNC(=O)c1ccc(-n2nnc(C(=O)OC)c2Cc2ccccc2)cc1,CCNC(=O)c1ccc(-n2nnc(C(=O)OCC)c2Cc2ccccc2)cc1.NC1CC1,CCN.O=C(O)c1ccc(-n2nnc(C(=O)NC3CC3)c2Cc2ccccc2)cc1,COC(=O)c1ccc(-n2nnc(C(=O)NC3CC3)c2Cc2ccccc2)cc1.CCN,CCN.CCOC(=O)c1ccc(-n2nnc(C(=O)NC3CC3)c2Cc2ccccc2)cc1,CCNC(=O)c1ccc(-n2nnc(C(=O)[O-])c2Cc2ccccc2)cc1.NC1CC1,CCNC(=O)c1ccc(-n2nnc(C(=O)Cl)c2Cc2ccccc2)cc1.NC1CC1,CCN.O=C(Cl)c1ccc(-n2nnc(C(=O)NC3CC3)c2Cc2ccccc2)cc1,NC1CC1.CCNC(=O)c1ccc(-n2nnc(C(=O)OC(C)(C)C)c2Cc2ccccc2)cc1
2632,O=C(O)c1cc(Cl)nc(Cl)c1,CC(=O)C(O)c1cc(Cl)nc(Cl)c1,CC(C)(C)C(=O)C(O)c1cc(Cl)nc(Cl)c1,O=C(c1ccccc1)C(O)c1cc(Cl)nc(Cl)c1,COC(=O)c1cc(Cl)nc(Cl)c1,CCOC(=O)c1cc(Cl)nc(Cl)c1,O=C(CCCCBr)C(O)c1cc(Cl)nc(Cl)c1,O=Cc1cc(Cl)nc(Cl)c1,,
2633,O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F.Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.CC1(C)OB(C2CCC3(CC2)OCCO3)OC1(C)C,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.OB(O)C1CCC2(CC1)OCCO2,Nc1ncc(C2CCC3(CC2)OCCO3)nc1Br.CC1(C)OB(c2ccc(C(=O)NCc3ccccc3)c(F)c2)OC1(C)C,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.IC1CCC2(CC1)OCCO2,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.C[Sn](C)(C)C1CCC2(CC1)OCCO2,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.C1CCC2(CC1)OCCO2,Nc1ncc(Cl)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.CC1(C)OB(C2CCC3(CC2)OCCO3)OC1(C)C,O=C(NCc1ccccc1)c1ccc(B(O)O)cc1F.Nc1ncc(C2CCC3(CC2)OCCO3)nc1Cl,Nc1ncc(Br)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1.[Zn+]C1CCC2(CC1)OCCO2
2634,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OCC)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OC)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OC(C)(C)C)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OCc3ccccc3)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OC(=O)OC(C)(C)C)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OC(C)=O)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OCc3ccc(OC)cc3)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)O[Si](C)(C)C(C)(C)C)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OF)c2)cc1,CCCCOCCOc1ccc(-c2ccc(N(C)CCOC)c(/C=C/C(=O)OBr)c2)cc1
2635,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)O)cc3)cc12)c1ccccc1.CCN1CCNCC1,COC(=O)c1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)cc1.CCN1CCNCC1,CCOC(=O)c1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)cc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)[O-])cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)Cl)cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C=O)cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)F)cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)OC(C)(C)C)cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)Br)cc3)cc12)c1ccccc1.CCN1CCNCC1,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C(=O)OCc4ccccc4)cc3)cc12)c1ccccc1.CCN1CCNCC1
2636,CC(=O)Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1,CC(C)(C)OC(=O)Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1,O=C(Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1)C(F)(F)F,O=C(Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1)OCc1ccccc1,O=C1c2ccccc2C(=O)N1c1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1,Fc1cccn2nc(-c3cccc(NCc4ccccc4)c3)c(-c3ccnc(Cl)n3)c12,O=C(Nc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1)c1ccccc1,CCNc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1,CNc1cccc(-c2nn3cccc(F)c3c2-c2ccnc(Cl)n2)c1,Fc1cccn2nc(-c3cccc(NC4CCCCO4)c3)c(-c3ccnc(Cl)n3)c12
2637,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(F)cc1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(Cl)cc1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(Br)cc1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(O)cc1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CC(=O)c1ccc(I)cc1.c1ccc(CN2CCNCC2)cc1,CC(=O)c1ccc(B(O)O)cc1.c1ccc(CN2CCNCC2)cc1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccc(OS(C)(=O)=O)cc1,[NH:8]1[CH2:9][CH2:10][N:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH2:19][CH2:20]1,c1ccc(CN2CCNCC2)cc1.CC(=O)c1ccccc1
2638,OB(O)c1cccs1.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1,CCOC(=O)/C=C/C(O)c1ccc2nc(Cl)oc2c1.OB(O)c1cccs1,Brc1cccs1.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1,CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1.CCCC[Sn](CCCC)(CCCC)c1cccs1,CC1(C)OB(c2cccs2)OC1(C)C.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1,O=CC(O)c1ccc2nc(-c3cccs3)oc2c1.CCOC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,Ic1cccs1.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1,c1ccsc1.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1,CCOC(=O)CP(=O)(OCC)OCC.O=CC(O)c1ccc2nc(-c3cccs3)oc2c1,C[Sn](C)(C)c1cccs1.CCOC(=O)/C=C/C(O)c1ccc2nc(Br)oc2c1
2639,CN(C)C1CCC(N(CCO)[Si](C)(C)C(C)(C)C)CC1,CN(C)C1CCC(N(CCO)Cc2ccccc2)CC1,CC(=O)N(CCO)C1CCC(N(C)C)CC1,CN(C)C1CCC(NCCO[Si](C)(C)C(C)(C)C)CC1,CN(C)C1CCC(N(C)CCO)CC1,CN(C)C1CCC(NCCOCc2ccccc2)CC1,CN(C)C1CCC(N(CCO)C(=O)OC(C)(C)C)CC1,CN(C)C1CCC(N(CCO)C2CCCCO2)CC1,CC(=O)OCCNC1CCC(N(C)C)CC1,COCN(CCO)C1CCC(N(C)C)CC1
2640,CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1.CC(C)(C)c1cccc(NC(=O)c2ccc(Br)nc2)c1,CC(C)(C)c1cccc(NC(=O)c2ccc(Cl)nc2)c1.CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1,CC(C)(C)c1cccc(NC(=O)c2ccc(I)nc2)c1.CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1,CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1.CC(C)(C)c1cccc(NC(=O)c2ccc(OS(=O)(=O)C(F)(F)F)nc2)c1,CC(C)(C)c1cccc(NC(=O)c2ccc(F)nc2)c1.CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1,CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCNCC3)nc2)c1.CC(C)(C)OC(=O)c1ccc(Br)cc1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([N:12]2[CH2:13][CH2:14][NH:15][CH2:35][CH2:36]2)[cH:37][cH:38]1,CC(C)(C)c1cccc(NC(=O)c2ccc(OS(C)(=O)=O)nc2)c1.CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1,CC(C)(C)OC(=O)c1ccc(N2CCNCC2)cc1.CC(C)(C)c1cccc(NC(=O)c2ccc(O)nc2)c1,CC(C)(C)c1cccc(NC(=O)c2ccc(N3CCNCC3)nc2)c1.CC(C)(C)OC(=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
